Name of Institution,Affiliation Number,State,District,Postal Address,Pin Code,Website,Year of Foundation,Date of First Opening of School,Name of Principal/ Head of Institution,Gender,Principal's Educational/Professional Qualifications:,No of Experience (in Years):,Administrative:,Teaching:,Status of The School,Type of affiliation,Affiliation Period,Name of Trust/ Society/ Managing Committee,"Remarks, if any"
NRI PUBLIC SCHOOL,1630822,PUNJAB,RUPNAGAR,"MUBARIKPUR - BARWALA ROAD VILLAGE SUNDRAN TEHSIL DERA BASSI
DISTRICT MOHALI",140201,,2011,01 Mar 2011,Suman Sharma,Female,M.A. B.ED.,,20,28,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",THE NEW ANGEL EDUCATION & TECHNICAL TRAINING INSTITUTE,
SATLUJ PUBLIC SCHOOL,1630823,PUNJAB,TARN TARAN,"THAKARPURA PATTI,  TARANTARAN, PUNJAB",143414,http://www.schoolspthakarpura.com,,01 Apr 1997,Mrs. Updesh Kumari,Female,,,,,Middle Class,,"From :
                                  01/04/2013
                                 To :
                                  31/03/2016",satluj public school educational society,
DCM INTERNATIONAL SCHOOL,1630824,PUNJAB,FARIDKOT,"BAHMAN WALA ROAD, KOTKAPURA, FARIDKOT, PUNJAB",151204,http://www.dcmkkp.com,2011,01 Apr 2011,MEENAKSHI,Female,M.SC B.ED,,1,15,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",BABU DALIP CHAND MITTAL MEMORIAL EDUCATIONAL SOCIETY KOTKAPURA,
SWEET BLOSSOMS SCHOOL,1630825,PUNJAB,MANSA,"SIRSA ROAD, SARDULGARH, PUNJAB",151507,,2010,01 Apr 2010,MUKESH,,MA ENGLISH  BEd,,8,10,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",Progressive Society For Advancing Education,
SMMB MEMORIAL SCHOOL,1630826,PUNJAB,MOGA,"GAUSHALA NEHAR WALI, DISTT MOGA, PUNJAB",142037,,2008,01 Apr 2008,Gurvinder Kaur,Female,M.A. B.Ed.,,4,16,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",SANT MAHESH MUNI JI BORE WALE EDUCATIONAL WELFARE SOCIETY,
SMD WORLD SCHOOL,1630827,PUNJAB,FARIDKOT,"V.P.O. KOT SUKHIA, DISTT FARIDKOT, PUNJAB",151207,http://www.smdwld.com,2011,01 Apr 2011,HARMOHAN SINGH SAHNI,Female,"M.Sc.Statistics , B.Ed.",,18,32,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",seth sant ram memial charitable trust(regd.),
"CITY HEART SCHOOL, MAMDOT",1630828,PUNJAB,FEROZEPUR,"V.P.O. MAMDOT, FEROZEPUR",152023,,1996,01 Apr 2008,Rajni Sharma,,M.A. M. Phil,,20,20,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026","RAM PARTAP SHARMA MEMORIAL EDUCATIONAL SOCIETY, MAMDOT, DIST. FEROZEPUR(Pb.)",
"ST.MOTHER TERESA PUBLIC SCHOOL,KHANNA",1630829,PUNJAB,LUDHIANA,"OPP.A.S COLLEGE , SAMRALA ROAD",141401,,2010,01 Apr 2010,Anju Bhatia,Male,"MA , B.ED",,36,36,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",Vikas Educational Trust,
ROOP VATIKA,1630830,PUNJAB,LUDHIANA,"NR. SHANI MANDIR,
GAUSHALA ROAD,
JAGRAON, LUDHIANA,",142026,,2006,01 Apr 2007,Vimmi Thakur,,"M.A,M.PHIL,B.ED, PGDSLM",,18,23,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",Swami Roop Chandji Educational Society,
DASMESH PUBLIC SCHOOL,1630831,PUNJAB,FEROZEPUR,"DASMESH NAGAR, FEROZEPUR CITY.",152002,,1987,01 Apr 2008,JASMINDER SINGH SANDHU,,M.A. M.Ed. P.HD,,24,18,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",Dasmesh Education Society,
PIONEER CONVENT SCHOOL,1630832,PUNJAB,SANGRUR,"VILLAGE GAJJAN MAJRA, P.O. BHURTHALA, TEHSIL MALERKOTLA",148023,,2012,01 Apr 2011,PARMINDER KAUR MANDER,,MA ENGLISH PUNJABI B.Ed,,33,33,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",TARA EDUCATIONAL TRUST REGD.,
TAGORE PUBLIC SCHOOL,1630833,PUNJAB,LUDHIANA,"V.P.O.BIRMI, LUDHIANA",141012,http://www.tpsldh.com,2010,09 Dec 2009,SATWANT SINGH BAINS,,"M.A., B.ED",,08,15,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026","Tagore Public School,Aggar Nagar,Ludhiana",
DIVINE WILL PUBLIC SCHOOL,1630834,PUNJAB,GURDASPUR,"VILL. SAID MUBARAK, P.O BATALA, GURDASPUR",143505,,1996,01 Apr 1996,KULBIR KAUR,,M.A. B.ED. PGDCA,,2,12,Secondary Level,,"From :
                                01/04/2021  
                                 To :
                                31/03/2026","Divine Will Educational Society, Divine Will Public School,Batala",
"ARYABHATTA INTERNATIONAL SCHOOL, BARNALA",1630835,PUNJAB,SANGRUR,"NH - 71, BAZAKHANA ROAD ,BARNALA.- PUNJAB",148101,http://www.aryabhataschool.com,2012,02 Apr 2012,SHASHI KANT MISRA,,M.SC B.ED,,19,26,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",Aryabhatta Educational & Charitable Socity  Barnala,
M.S.M.CONVENT SCHOOL,1630836,PUNJAB,TARN TARAN,"DHUN ROAD, CHOHLA SAHIB",143408,,2012,01 Apr 2010,RAKESH KUMAR,,MA B.ED,,15,15,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",Harkrishan Educational & Welfare Society,
ANGELS WLD SCHOOL,1630837,PUNJAB,RUPNAGAR,"VILLAGE BARHI MARAULI , P.O. MINDA ,KHARAR MINDA ROAD , TEHSIL CHAMKAUR SAHIB",140101,,2011,01 Apr 2011,Deepika Sharma,,M.SC B.ED,,8,18,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",piara singh bajwa charitable society,
SAHIBZADA ZAWAR SINGH FATEH SINGH PUBLIC SCHOOL,1630838,PUNJAB,GURDASPUR,"VILL-KALANAUR TEH &,DISTT-GURDASPUR-143512",143512,,2013,01 Apr 2013,SHARANPREET SINGH,,PhD,,5,3,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",sahibzada zawar singh fateh singh public school vill-kalanaur teh-gurdaspur punjab,
"S.SOBHA SINGH PUBLIC SCHOOL,RAIKOT",1630839,PUNJAB,LUDHIANA,NEAR MEHAK PALACE LUDHIANA ROAD RAIKOT,141109,http://www.facebook.com/pages/ssobha-singh-public-,2010,01 Apr 2010,Kavita Sharma,,MA/B.ED,,6,12,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",sardar sobha singh grewal social welfare society,
PUNJAB CONVENT SCHOOL,1630840,PUNJAB,MANSA,"JHUNIR, MANSA ROAD,",151506,,2010,01 Apr 2010,PALLAVI PASRICHA,,MA/M.COM/B.ED.,,3,5,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",awesome education society,
SAHIBZADA BABA FATEH SINGH PUBLIC SCHOOL GURU KA BAGH,1630841,PUNJAB,AMRITSAR,"GURU KA BAGH , TEHSILL :AJNALA , DIST: AMRITSAR",143102,,2008,02 Apr 2008,Parabdeep Kaur,,MA.BEd.,,13,18,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030",S.G.P.C,
ST.MARYS SCHOOL,1630842,PUNJAB,RUPNAGAR,"VPO JINDWARI NANGAL,",140123,,2011,,Anjana sharma,Male,MA. BEd,,6,12,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",,
D.M. PUBLIC SCHOOL,1630843,PUNJAB,SANGRUR,"THIKRIWAL ROAD, RAISAR TEH & DISTT BARNALA",148101,,2011,03 Apr 2010,Sandeep Kaur,,MBA.B.ed,,8,13,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",d.m. educational & charitable society,
APKF PUBLIC SCHOOL,1630844,PUNJAB,TARN TARAN,"VILLAGE KALLA,
TARNTARAN-GOINDWAL ROAD,",143401,http://www.apkfschool.net,2010,14 Feb 2011,RAVINDER KAUR,,"MA,B.ED",,14,20,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",apkf educational society (regd.),
INDIAN PUBLIC SCHOOL,1630845,PUNJAB,AMRITSAR,"AIRPORT ROAD,",143001,,2004,02 Aug 2004,Amandeep Sekhon,,"MBA, B.ED",,7,13,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",R.S.Educational society,
"DELHI INTERNATIONAL SCHOOL, CHANDIGARH ROAD, NEAR CHABBEWAL, HOSHIARPUR, PUNJAB",1630846,PUNJAB,HOSHIARPUR,"CHANDIGARH ROAD, NEAR CHABBEWAL, HOSHIARPUR",146102,http://www.delhiinternationalschool.in,2012,,MARIA JOHN,Male,"M.A., B.Ed.",,22,10,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",,
VASISHAT BHARTI VIDYA MANDIR,1630847,PUNJAB,HOSHIARPUR,"MAIN MARKET, TALWARA",144216,,2006,03 Jul 2006,Reeta Kumari,,MA BEd,,5,14,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",Vasishat Education Managing Society,
SPRINGDALES PUBLIC SCHOOL,1630848,PUNJAB,SANGRUR,"DHURI ROAD, NEAR RAILWAY CROSSING",148001,http://www.springdalespublicschool.com,1982,01 Jan 1982,Vikesh Garg,,M.Ed,,4,6,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027","SPRINGDALES EDUCATIONAL SOCIETY,SANGRUR-148001 (PUNJAB)",
GREAT INDIA PRESIDENCY SCHOOL,1630849,PUNJAB,AMRITSAR,"AMRITSAR-ATTARI G.T.ROAD, NEAR TOLL PLAZA, VILL. CHHIDAN",143107,,2010,19 Feb 2010,RAMANDEEP KAUR,,M.A.B.Ed,,0,12,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",Aya Singh Sandhu Memorial Educational Society.(Regd),
S.G.N.D. CONVENT SCHOOL ANDLU,1630850,PUNJAB,LUDHIANA,"VILLAGE ANDLU , VIA PAKHOWAL",141108,http://www.sgndcschool.net,2009,01 Apr 2009,RAJWINDER KAUR,Male,M.A./B.Ed,,11,18,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",Shri Guru Nanak Dev Ji Welfre Society Andlu,
AKAL ACADEMY,1630851,PUNJAB,MOGA,"AKAL ACADEMY JHANDIANA, V&PO JHANDIANA, WEST VIA GHAL KALAN, TEH&DISTT. MOGA",142048,,2008,28 Feb 2008,Sarita Rani,,"M.A,M.Sc,B.Ed",,5,23,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",The Kalgidhar Trust,
PANJAB NATIONAL PUBLIC SCHOOL,1630852,PUNJAB,RUPNAGAR,"VPO BEHRAMPUR ZIMIDARI, TEH. & DISTRICT ROPAR",140108,http://www.pnpsropar.com,1990,01 Apr 1990,Simarjeet Kaur,,MA. B.Ed,,14,14,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030",D.K. Educational and Charitable Society,
PUNJAB PUBLIC SCHOOL,1630853,PUNJAB,SANGRUR,"MANNA PINDI,
DHANAULA ROAD,",148105,,2008,01 Apr 2008,SIMRAN KAUR,,MSC BED,,7,15,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028","Baba Farid Educational Society, Barnala",
S.M. INTERNATIONAL CONVENT SCHOOL,1630854,PUNJAB,FEROZEPUR,"STATION ROAD, V.P.O.-FEROZESHAH , DISTT- FEROZEPUR, PUNJAB , INDIA ,",142052,,2012,02 Apr 2012,ANCHAL,,B.ED,,1,7,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",Surjeet Memorial Educational Society,
ST. FRANCIS SCHOOL,1630855,PUNJAB,LUDHIANA,"BHAMIAN KALAN , P.O. MUNDIAN KALAN",141015,http://www.stfrancisschoolldh.org,2006,19 Mar 2006,Violet,Male,"M.A, B.Ed",,1,9,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",Education Society of St. Francis School,
SRI GURU HARGOBIND SAHIB CONVENT SCHOOL,1630856,PUNJAB,TARN TARAN,"VPO JAMARAI, TEHSIL KHADOOR SAHIB,DISTT. TARNTARAN",143411,,2010,01 Apr 2010,SHARANPREET KAUR,,MA B.ED,,13,13,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",Sant Baba Amarjeet Singh ji Educational charitable Trust,
SAINT SOLDIER MODERN SR SEC SCHOOL,1630857,PUNJAB,GURDASPUR,"D.B.N. ROAD, GURDASPUR CITY",143521,,2002,01 Apr 2002,HARJIT SINGH,,M.SC B.Ed,,10,9,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027","Managing Committee, Saint Soldier Modern Sr Sec School",
GURUKUL,1630858,PUNJAB,SRI MUKTSAR SAHIB,V.P.O HARI-KE-KALAN,152025,http://gurukulharikekalan.in,2007,02 Apr 2007,Gurpal Singh Gill,Male,"M.A, B.Ed.",,7,8,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",Gurukul Educational Society,
SUKHJINDER MEMORIAL PUBLIC SCHOOL,1630859,PUNJAB,GURDASPUR,VILLAGE & POST  OFFICE - BABBRI,143521,,2012,01 Apr 2012,Parveen Singh,,"M.Sc. , B.Ed",,15,22,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",S. SUKHJINDER SINGH GILL MEMORIAL EDUCATION SOCIETY,
INNOCENT HEARTS SCHOOL,1630860,PUNJAB,JALANDHAR,"NAKODAR ROAD, LOHARAN, JALANDHAR",144026,http://ihgi.in/ihschool_loharan.php,2008,16 Mar 2008,Shallu Sehgal,Male,"M.Com., B.Ed.",,10,22,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",Bowry Memorial Educational & Medical Trust,
HOWARD LANE SENIOR SCHOOL,1630861,PUNJAB,TARN TARAN,"AMRITSAR-CHABAL ROAD
VILLAGE THATHA, CHABAL.
DISTT. TARNTARAN.",143301,http://www.howardlaneschool.org,2010,04 Apr 2010,Balraj Singh Batth,Male,M.A./B.Ed,,6,9,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",HOWARD LANE EDUCATIONAL SOCIETY,
"GURU NANAK INTERNATIONAL SCHOOL,HALWARA",1630862,PUNJAB,LUDHIANA,"PAKHOWAL ROAD,HALWARA,TEH. RAIKOT, DIST LUDHIANA",141107,http://www.gnishalwara.in,2012,01 Apr 2012,NARINDER KAUR,Male,"M.A.,B.ED",,6,10,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",BABA NAND SINGH CHARITABLE TRUST,
IVY WORLD SCHOOL,1630863,PUNJAB,JALANDHAR,IVY WORLD SCHOOL RAMA MANDI HOSHIARPUR ROAD,144004,,2012,02 Apr 2012,Amit Goyal,,"M.Com., B.Ed.",,1,15,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",Vasal Educational Society,
ST. SOLDIER PUBLIC SCHOOL,1630864,PUNJAB,SHAHID BHAGAT SINGH NAGAR,"CHARANKAMAL ROAD, BANGA",144505,,1983,01 Apr 1982,KARUNESH NANDA,,M.COM B.ED,,10,26,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029","St, Soldier educational foundation",
DIPS SCHOOL,1630865,PUNJAB,AMRITSAR,"FATTUWAL,GT ROAD, BABA BAKALA,",143111,http://www.dipsedu.com,2012,01 Jun 2012,USHA PARMAR,,M.A. ENGLISH B.ED.,,15,15,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030",Sahibzada Ajit Singh Educational Trust,
MATTHEW ALEXANDER SCHOOL LAMBI,1630866,PUNJAB,SRI MUKTSAR SAHIB,"V.P.O-LAMBI,TEH-MALOUT,DISTT-MUKTSAR",152113,www.matthewalexanderschoollambi.com,2012,01 Apr 2012,RAJPAL KAUR,Male,M.SC B.ED,,6,13,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",shaheed bhagat singh educational and welfare society,
SPRING DEW PUBLIC SCHOOL,1630867,PUNJAB,LUDHIANA,"G.T. ROAD NANAKSAR , TEHSIL JAGRAON DISTRICT LUDHIANA",142026,,2000,01 Apr 2004,NAVNEET CHAUHAN,,"MA, B.ED, M.PHIL",,9,10,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",SPRING DEW PUBLIC SCHOOL SOCIETY,
ANEE'S SCHOOL,1630868,PUNJAB,RUPNAGAR,SECTOR-69 MOHALI,160062,,2002,10 Oct 2002,BLOOMY GUPTA,,MA/B.ED,,7,15,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",AGGARWAL EDUCATIONAL TRUST,
KESHAV PUBLIC SENIOR SECONDARY SCHOOL,1630869,PUNJAB,SANGRUR,"JANAL ROAD, DIRBA, SUNAM,",148035,,2004,01 Apr 2004,SHALLU ARORA,,"Mster of Science in Chemistry , Bed",,11,10,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",Keshav Education Society,
AKAL ACADEMY,1630870,PUNJAB,FATEHGARH SAHIB,"CHUNNI KALAN, TEHSIL BASSI PATHANA, DISTT. FATEHGARH SAHIB (PUNJAB) - 140406",140406,,2012,,SANDEEP KAUR,Male,MA English,,6,7,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",,
